neuron,category,formula,threshold
210,(((((object-X OR scene) CLOSE (color-X OR object-X)) OR object OR object-X OR object-X OR part-X) AND NOT object-X) OR object),(((((computer-X OR cockpit-s) CLOSE (black-c-X OR desk-X)) OR windmill OR aircraft carrier-X OR laptop-X OR fuselage-X) AND NOT seat-X) OR controls),4.3
211,((((object-X CLOSE TO object) OR object-X OR scene OR scene OR object-X) AND NOT scene) OR scene OR scene OR scene),((((grass-X CLOSE TO building) OR runway-X OR football field-s OR parking garage-indoor-s OR bullring-X) AND NOT street-s) OR circus tent-outdoor-s OR control tower-outdoor-s OR bus depot-outdoor-s),4.9
212,((((object-X OR object OR scene OR scene OR object OR scene) AND NOT object) OR scene) AND NOT (scene OR object)),((((pool table-X OR chandelier OR orchard-s OR pagoda-s OR carousel OR cathedral-outdoor-s) AND NOT sky) OR ski slope-s) AND NOT (amusement park-s OR sky)),3.8
213,(((object OR object) CLOSE TO ((scene OR object-X OR scene OR scene OR part-X OR scene) AND NOT color)) OR object-X),(((building OR house) CLOSE TO ((building facade-s OR railing-X OR general store-outdoor-s OR casino-outdoor-s OR column-X OR bank-outdoor-s) AND NOT black-c)) OR scaffolding-X),4.8
214,((((object-X OR object-X OR scene OR scene) AND NOT object) CLOSE (object-X OR object-X OR object-X OR scene)) OR object),((((stage-X OR slot machine-X OR home theater-s OR television studio-s) AND NOT person) CLOSE (wall-X OR curtain-X OR ceiling-X OR ballroom-s)) OR fountain),4.0
215,(((object-X CLOSE TO (part OR object OR object)) OR object OR scene OR object-X) CLOSE TO ((object AND NOT object-X) OR scene)),(((bed-X CLOSE TO (headboard OR windowpane OR painting)) OR windmill OR jacuzzi-indoor-s OR pillow-X) CLOSE TO ((wall AND NOT bed-X) OR windmill-s)),4.4
216,(((((object-X CLOSE (object-X OR object-X)) OR object) AND scene) OR object-X OR part-X) AND NOT object),(((((toilet-X CLOSE (wall-X OR countertop-X)) OR sink) AND bathroom-s) OR shirt-X OR lid-X) AND NOT shelf),4.0
217,((object-X OR scene OR object-X OR object-X OR object-X OR object-X OR scene OR object-X OR scene) AND NOT object-X),((case-X OR bowling alley-s OR escalator-X OR railway-X OR tracks-X OR platform-X OR bleachers-indoor-s OR conveyer belt-X OR butchers shop-s) AND NOT table-X),4.5
218,(object-X OR scene OR object-X OR scene OR scene OR scene OR object OR object-X),(plane-X OR heliport-s OR horse-X OR volleyball court-outdoor-s OR runway-s OR wrestling ring-indoor-s OR ring OR helicopter-X),3.8
219,((object-X OR object-X) CLOSE TO (((((scene OR scene) AND NOT object-X) OR object OR object) AND NOT (color OR scene)) OR scene)),((road-X OR signboard-X) CLOSE TO (((((highway-s OR forest road-s) AND NOT road-X) OR mountain OR embankment) AND NOT (black-c OR street-s)) OR freeway-s)),7.4
220,(object-X OR scene OR object-X OR object-X OR object OR object),(arcade machine-X OR amusement park-s OR slot machine-X OR carousel-X OR playground OR pool table),4.5
221,((((((((object CLOSE TO object) AND color) OR scene) AND color-X) OR scene OR object-X) CLOSE TO color) AND color-X) AND NOT object-X),((((((((grass CLOSE TO tree) AND green-c) OR golf course-s) AND green-c-X) OR fairway-s OR pool table-X) CLOSE TO green-c) AND green-c-X) AND NOT path-X),6.8
222,(object OR object-X OR object OR object-X OR scene OR object-X OR object-X OR object-X OR scene OR scene),(house OR caravan-X OR hovel OR windmill-X OR geodesic dome-outdoor-s OR shed-X OR covered bridge-X OR helicopter-X OR barn-s OR hangar-outdoor-s),4.6
223,(((scene OR scene OR scene OR scene OR part OR object-X) AND NOT object) OR scene),(((bowling alley-s OR oast house-s OR cottage-s OR orchard-s OR roof OR pool table-X) AND NOT pool table) OR mansion-s),3.8
224,(object CLOSE TO ((scene OR scene OR part-X OR scene OR scene OR scene OR scene OR scene) AND NOT color)),(building CLOSE TO ((fire escape-s OR parking garage-outdoor-s OR windows-X OR apartment building-outdoor-s OR office building-s OR hospital-s OR control tower-outdoor-s OR student residence-s) AND NOT black-c)),5.4
225,((((((object-X CLOSE TO (object-X OR object)) OR object-X) AND scene) OR object-X) CLOSE TO (object AND NOT object-X)) AND NOT (object-X OR scene)),((((((wall-X CLOSE TO (toilet-X OR bathtub)) OR toilet-X) AND bathroom-s) OR pool table-X) CLOSE TO (wall AND NOT pool table-X)) AND NOT (door-X OR game room-s)),5.9
226,(((object-X AND color-X) OR object-X OR scene OR scene OR object-X OR scene OR scene OR scene) CLOSE TO color),(((earth-X AND brown-c-X) OR dirt track-X OR savanna-s OR oasis-s OR semidesert ground-X OR batters box-s OR excavation-s OR dirt track-s) CLOSE TO brown-c),5.0
227,(scene OR scene OR object-X OR object-X OR object-X OR part-X OR object OR object OR object-X OR object-X),(shopping mall-indoor-s OR atrium-public-s OR water tower-X OR arcade-X OR viaduct-X OR arcades-X OR aqueduct OR railroad train OR elevator-X OR mezzanine-X),4.4
228,(((((scene OR object-X OR scene) AND NOT object-X) OR scene OR object-X) CLOSE object-X) OR object OR scene),(((((airport terminal-s OR grandstand-X OR ice skating rink-indoor-s) AND NOT ceiling-X) OR hangar-indoor-s OR escalator-X) CLOSE ceiling-X) OR water tower OR ice skating rink-indoor-s),5.0
229,(((object-X OR object-X OR scene OR object-X OR object-X) AND NOT object) OR object-X OR object OR scene OR object),(((pool table-X OR aircraft carrier-X OR boxing ring-s OR tennis court-X OR table tennis-X) AND NOT floor) OR mat-X OR ring OR landing deck-s OR tennis court),5.3
230,((object-X OR scene OR scene OR object-X OR scene OR object-X OR scene) AND NOT (scene OR scene)),((grandstand-X OR movie theater-indoor-s OR theater-indoor procenium-s OR tennis court-X OR auditorium-s OR pitch-X OR football field-s) AND NOT (baseball field-s OR ice skating rink-indoor-s)),4.4
231,(part-X OR object-X OR scene OR scene OR object-X OR object-X OR scene),(crosswalk-X OR pitch-X OR batters box-s OR desert-sand-s OR bowling alley-X OR ring-X OR bullpen-s),3.8
232,((object-X OR scene OR object-X OR scene OR object-X OR scene OR scene OR scene OR scene) AND NOT object-X),((cradle-X OR casino-outdoor-s OR water tower-X OR office building-s OR acropolis-X OR library-outdoor-s OR bank-outdoor-s OR parking garage-outdoor-s OR beach house-s) AND NOT grass-X),4.7
233,(((object-X OR scene OR object-X OR scene OR object-X OR scene OR object-X) CLOSE TO object-X) OR object-X OR object),(((bridge-X OR viaduct-s OR roller coaster-X OR arch-s OR fountain-X OR downtown-s OR railroad train-X) CLOSE TO sky-X) OR aqueduct-X OR greenhouse),4.7
234,(((((object-X OR object-X) CLOSE color-X) OR scene OR object-X OR scene) CLOSE TO (object OR object)) OR object-X OR scene),(((((desk-X OR bar-X) CLOSE brown-c-X) OR ice cream parlor-s OR case-X OR witness stand-s) CLOSE TO (wall OR shelf)) OR computer-X OR courtroom-s),5.4
235,((object-X OR object-X OR scene OR object-X OR scene OR scene OR scene) CLOSE TO (color OR scene OR color)),((pitch-X OR path-X OR batters box-s OR dirt track-X OR bullpen-s OR volleyball court-outdoor-s OR baseball field-s) CLOSE TO (green-c OR batters box-s OR yellow-c)),4.9
236,((scene OR object-X OR object-X OR object OR object-X OR object-X OR scene OR scene) CLOSE TO (object-X AND NOT object)),((field-wild-s OR windmill-X OR lighthouse-X OR tower OR lake-X OR river-X OR courthouse-s OR orchard-s) CLOSE TO (sky-X AND NOT sky)),3.9
237,(((scene OR object-X OR object-X OR object-X OR scene OR scene OR part-X) AND NOT scene) OR scene OR part-X),(((orchard-s OR helicopter-X OR plane-X OR fish-X OR heliport-s OR escalator-indoor-s OR lid-X) AND NOT museum-indoor-s) OR subway station-corridor-s OR water tank-X),3.4
238,((((object-X OR scene) CLOSE object) OR object-X OR scene) AND NOT object-X),((((pool table-X OR funeral chapel-s) CLOSE wall) OR horse-X OR courtroom-s) AND NOT seat-X),4.4
239,(((((object-X AND color-X) OR scene OR scene) CLOSE TO (object-X OR object-X)) OR scene OR scene OR scene) CLOSE TO color),(((((mountain-X AND brown-c-X) OR kasbah-s OR desert-sand-s) CLOSE TO (sky-X OR sand-X)) OR butte-s OR loading dock-s OR bow window-outdoor-s) CLOSE TO brown-c),4.0
240,(object-X OR object-X OR scene OR object-X OR object-X OR scene OR scene OR scene OR scene OR scene),(court-X OR tennis court-X OR archaelogical excavation-s OR ice rink-X OR labyrinth-X OR amphitheater-s OR hot spring-s OR sandbox-s OR labyrinth-indoor-s OR anechoic chamber-s),4.3
241,(object-X OR scene OR object-X OR scene OR scene OR scene OR object-X OR scene OR scene OR scene),(kitchen island-X OR amphitheater-s OR vineyard-X OR auditorium-s OR conference center-s OR rope bridge-s OR labyrinth-X OR fence-s OR theater-indoor procenium-s OR booth-indoor-s),4.3
242,((((scene OR scene OR scene) CLOSE object-X) OR object-X OR scene OR object-X OR scene) CLOSE TO (object AND NOT object-X)),((((corridor-s OR dorm room-s OR youth hostel-s) CLOSE floor-X) OR elevator door-X OR elevator-interior-s OR booth-X OR elevator lobby-s) CLOSE TO (wall AND NOT floor-X)),5.0
243,((object-X OR object-X) CLOSE TO ((((((scene OR part OR scene) AND NOT object-X) OR scene) AND NOT color-X) OR part) AND NOT object-X)),((wall-X OR bookcase-X) CLOSE TO ((((((living room-s OR drawer OR home office-s) AND NOT wall-X) OR dorm room-s) AND NOT white-c-X) OR drawer) AND NOT fireplace-X)),6.1
244,(((object-X OR object-X) CLOSE TO ((((object-X OR object OR object-X) AND NOT object-X) OR scene OR object) AND NOT object-X)) OR scene),(((water-X OR river-X) CLOSE TO ((((tree-X OR earth OR mountain-X) AND NOT water-X) OR flood-s OR bush) AND NOT river-X)) OR irrigation ditch-s),6.0
245,(((((object CLOSE TO object-X) AND NOT scene) OR scene) CLOSE TO object-X) OR object-X OR object-X OR scene OR object-X OR object-X),(((((building CLOSE TO tree-X) AND NOT street-s) OR castle-s) CLOSE TO sky-X) OR shirt-X OR dam-X OR kasbah-s OR aqueduct-X OR apparel-X),4.8
246,(((object-X OR scene OR object-X OR object-X OR object-X) AND NOT scene) OR scene OR scene),(((plane-X OR landing deck-s OR helicopter-X OR runway-X OR aircraft carrier-X) AND NOT cockpit-s) OR pagoda-s OR air base-s),4.2
247,((((((object AND NOT part) OR object) CLOSE TO ((object-X AND NOT object-X) OR part)) AND scene) OR object) CLOSE TO (object-X OR object-X)),((((((bed AND NOT footboard) OR pillow) CLOSE TO ((wall-X AND NOT bed-X) OR headboard)) AND bedroom-s) OR eiderdown) CLOSE TO (wall-X OR cushion-X)),7.3
248,(((part-X CLOSE object-X) OR scene OR object-X OR scene OR object-X OR scene OR scene OR scene) AND NOT object-X),(((shop window-X CLOSE building-X) OR fairway-s OR leaves-X OR golf course-s OR animal-X OR shopfront-s OR liquor store-outdoor-s OR general store-outdoor-s) AND NOT sea-X),2.7
249,((scene OR object-X OR object-X OR scene OR scene OR scene OR object OR scene OR object) AND NOT object-X),((gas station-s OR arcade machine-X OR telephone booth-X OR airplane cabin-s OR kiosk-indoor-s OR kiosk-outdoor-s OR autobus OR convenience store-outdoor-s OR slot machine) AND NOT pedestal-X),3.9
250,(((((scene AND NOT object-X) CLOSE (object OR part)) OR scene) AND NOT material) CLOSE TO ((color OR object-X OR object-X) AND NOT object-X)),(((((living room-s AND NOT floor-X) CLOSE (coffee table OR arm)) OR shopping mall-indoor-s) AND NOT carpet) CLOSE TO ((brown-c OR cushion-X OR plant-X) AND NOT armchair-X)),4.8
251,((((((object-X OR object-X OR object-X) AND scene) OR object-X) CLOSE TO object) AND scene) OR part-X OR object-X),((((((toilet-X OR sink-X OR bathtub-X) AND bathroom-s) OR countertop-X) CLOSE TO wall) AND bathroom-s) OR lid-X OR bidet-X),5.0
252,((((object-X OR scene OR object OR scene) CLOSE object-X) OR object-X OR material) AND NOT scene),((((cradle-X OR kindergarden classroom-s OR plaything OR day care center-s) CLOSE wall-X) OR patty-X OR food) AND NOT market-outdoor-s),4.9
253,(((scene OR scene OR object-X OR scene OR object OR scene OR object-X) CLOSE (object OR object-X)) WITH object-X),(((reception-s OR waiting room-s OR ticket counter-X OR food court-s OR escalator OR bank-indoor-s OR signboard-X) CLOSE (wall OR ceiling-X)) WITH ceiling-X),4.1
254,(((object-X CLOSE TO part-X) OR object OR scene OR object OR object) AND NOT scene),(((road-X CLOSE TO crosswalk-X) OR stairway OR amphitheater-s OR labyrinth OR stairs) AND NOT subway station-corridor-s),4.0
255,(((scene AND object-X) OR scene OR object-X OR object-X OR scene OR scene OR scene OR object) AND NOT object-X),(((conference room-s AND table-X) OR synagogue-outdoor-s OR elevator door-X OR mosque-X OR courtroom-s OR jail-outdoor-s OR elevator lobby-s OR dome) AND NOT desk-X),4.2
256,(object-X OR object-X OR object-X OR scene OR object OR object OR scene OR scene OR object-X OR object-X),(tent-X OR autobus-X OR greenhouse-X OR gazebo-exterior-s OR box office OR revolving door OR newsstand-outdoor-s OR kiosk-outdoor-s OR dome-X OR bandstand-X),4.1
257,(((scene AND object-X) OR scene OR scene OR part-X) AND NOT (object-X OR scene)),(((alley-s AND building-X) OR subway interior-s OR medina-s OR metal shutters-X) AND NOT (seat-X OR garage-indoor-s)),4.1
258,((((object-X OR object-X OR scene OR object OR object-X OR object-X OR scene) AND NOT scene) OR object-X) AND NOT object),((((case-X OR slot machine-X OR shopping mall-indoor-s OR arcade machine OR shop-X OR carousel-X OR bazaar-indoor-s) AND NOT amusement park-s) OR shops-X) AND NOT sales booth),3.9
259,((object-X OR material-X OR scene OR object-X OR object-X OR scene OR object OR scene) AND NOT (object-X OR object-X)),((flower-X OR food-X OR greenhouse-indoor-s OR patty-X OR fruit-X OR cottage garden-s OR greenhouse OR florist shop-outdoor-s) AND NOT (field-X OR tree-X)),5.5
260,((scene OR scene OR scene OR object-X OR object OR object OR scene OR object-X OR scene) AND NOT object-X),((playground-s OR sandbox-s OR bullring-s OR horse-X OR henhouse OR telephone booth OR medina-s OR trench-X OR volleyball court-outdoor-s) AND NOT field-X),3.5
261,((scene OR scene OR scene OR scene OR scene OR scene OR object-X OR scene) CLOSE (color OR scene)),((bar-s OR wine cellar-barrel storage-s OR wine cellar-bottle storage-s OR music studio-s OR limousine interior-s OR catacomb-s OR barrels-X OR auto mechanics-indoor-s) CLOSE (black-c OR wine cellar-bottle storage-s)),3.7
262,((((((object-X OR scene OR object-X OR scene) AND NOT scene) OR object-X OR scene) AND NOT scene) OR scene) AND NOT object),((((((field-X OR corridor-s OR valley-X OR subway station-corridor-s) AND NOT field-wild-s) OR windmill-X OR savanna-s) AND NOT vineyard-s) OR subway station-platform-s) AND NOT grass),4.2
263,(((object OR scene OR part-X OR scene) CLOSE TO object-X) OR part-X OR part OR scene OR part),(((skyscraper OR office building-s OR windows-X OR building complex-s) CLOSE TO sky-X) OR lid-X OR water tank OR parking garage-outdoor-s OR windows),5.6
264,(((((((scene CLOSE (object-X OR color-X)) AND object-X) OR scene) AND object-X) OR scene) AND object-X) OR scene OR scene),(((((((street-s CLOSE (person-X OR orange-c-X)) AND building-X) OR alley-s) AND building-X) OR restaurant patio-s) AND building-X) OR bazaar-indoor-s OR bazaar-outdoor-s),4.4
265,((((((object-X OR scene) CLOSE color-X) OR scene OR scene OR object OR object-X) CLOSE TO object) AND object-X) OR object),((((((toilet-X OR cargo container interior-s) CLOSE grey-c-X) OR jail cell-s OR elevator shaft-s OR sink OR pillow-X) CLOSE TO wall) AND wall-X) OR toilet),4.7
266,(object-X OR object-X OR scene OR object-X OR object-X OR object OR object OR object OR scene OR object),(apparel-X OR shirt-X OR operating room-s OR jersey-X OR helicopter-X OR trouser OR jacket OR pillow OR junkyard-s OR stretcher),4.2
267,((((scene CLOSE TO object & object) AND object-X) OR scene OR scene OR scene) CLOSE TO (color AND NOT (object-X OR color-X))),((((street-s CLOSE TO sky & road) AND building-X) OR alley-s OR atrium-public-s OR jail-indoor-s) CLOSE TO (white-c AND NOT (road-X OR black-c-X))),4.7
268,((((object-X CLOSE TO object & object-X) OR object-X OR object) WITH ((object-X OR object-X) AND NOT (object-X OR color))) AND NOT scene),((((road-X CLOSE TO tree & sky-X) OR autobus-X OR truck) WITH ((sky-X OR sidewalk-X) AND NOT (building-X OR grey-c))) AND NOT parking lot-s),4.7
269,(((object-X OR object-X OR scene OR scene OR object-X OR object-X OR scene) CLOSE (object-X OR object-X)) OR scene),(((cradle-X OR ring-X OR bedchamber-s OR throne room-s OR altarpiece-X OR altar-X OR movie theater-indoor-s) CLOSE (wall-X OR altar-X)) OR wrestling ring-indoor-s),4.0
270,(((scene OR scene OR object-X) CLOSE TO color) OR scene OR scene OR scene OR scene OR object-X OR scene),(((mountain snowy-s OR zen garden-s OR path-X) CLOSE TO white-c) OR ice skating rink-indoor-s OR zen garden-s OR snowfield-s OR volleyball court-outdoor-s OR catwalk-X OR crevasse-s),4.1
271,(((object-X OR scene OR part-X OR object-X OR object-X OR object-X) CLOSE (color-X OR scene OR object)) OR object),(((aquarium-X OR amusement arcade-s OR screen-X OR bowling alley-X OR fish-X OR crt screen-X) CLOSE (blue-c-X OR bowling alley-s OR water)) OR arcade machine),4.0
272,((object-X OR object-X OR scene OR scene OR scene OR object OR scene) AND NOT object-X),((bridge-X OR roller coaster-X OR rope bridge-s OR forest road-s OR covered bridge-interior-s OR carousel OR lagoon-s) AND NOT rock-X),5.3
273,(object-X OR object-X OR object-X OR object-X OR scene OR scene),(tent-X OR rubbish-X OR rubble-X OR stretcher-X OR crevasse-s OR junkyard-s),3.3
274,((((object-X WITH object-X) OR scene OR scene OR scene OR scene OR scene) AND color-X) OR scene OR scene),((((grass-X WITH rock-X) OR dolmen-s OR orchard-s OR pasture-s OR rope bridge-s OR moor-s) AND green-c-X) OR dolmen-s OR ranch-s),4.7
275,((((object-X OR object-X OR scene OR object-X OR object-X OR scene) AND NOT object) OR scene OR scene) AND NOT object-X),((((rock-X OR rubbish-X OR river-s OR rubble-X OR steam shovel-X OR creek-s) AND NOT plant) OR beach house-s OR dam-s) AND NOT mountain-X),4.8
276,((scene OR scene OR object-X OR part-X OR object-X OR scene OR scene OR scene OR scene) AND NOT object),((car interior-backseat-s OR sandbox-s OR dashboard-X OR lid-X OR steering wheel-X OR manhole-s OR limousine interior-s OR fence-s OR junkyard-s) AND NOT earth),4.1
277,((((object-X OR object-X) CLOSE TO object-X) OR scene OR scene OR object-X OR object OR scene OR scene) AND NOT object-X),((((field-X OR bush-X) CLOSE TO sky-X) OR marsh-s OR badlands-s OR desert-X OR semidesert ground OR rope bridge-s OR earth fissure-s) AND NOT sea-X),3.7
278,((scene OR object-X OR scene OR scene OR scene OR scene OR scene OR object OR scene) AND NOT object-X),((forest-broadleaf-s OR carousel-X OR forest-needleleaf-s OR greenhouse-indoor-s OR cavern-indoor-s OR butchers shop-s OR bog-s OR greenhouse OR savanna-s) AND NOT mountain-X),3.7
279,(((((((object-X CLOSE TO object-X) OR scene) AND NOT scene) OR scene OR object-X OR scene) CLOSE TO color) OR scene) AND NOT scene),(((((((sea-X CLOSE TO sky-X) OR crevasse-s) AND NOT coast-s) OR snowfield-s OR ice-X OR mountain path-s) CLOSE TO blue-c) OR fjord-s) AND NOT lighthouse-s),3.8
280,(((((object-X AND NOT (object-X OR scene)) OR object-X) CLOSE TO (object AND NOT object-X)) AND NOT object-X) WITH ((object-X AND NOT object) OR scene)),(((((road-X AND NOT (grass-X OR roundabout-s)) OR car-X) CLOSE TO (tree AND NOT car-X)) AND NOT sidewalk-X) WITH ((road-X AND NOT road) OR highway-s)),6.5
281,(scene OR scene OR object-X OR part OR object OR scene OR scene OR scene OR scene OR scene),(supermarket-s OR butchers shop-s OR sales booth-X OR shop window OR apparel OR candy store-s OR liquor store-outdoor-s OR market-indoor-s OR newsstand-outdoor-s OR delicatessen-s),4.4
282,(((((scene CLOSE object) AND object-X) CLOSE TO (color AND NOT object)) AND NOT (object-X OR object-X)) CLOSE TO ((color-X AND NOT color-X) OR object-X)),(((((street-s CLOSE sky) AND building-X) CLOSE TO (white-c AND NOT building)) AND NOT (tree-X OR road-X)) CLOSE TO ((grey-c-X AND NOT white-c-X) OR road-X)),5.4
283,((((object-X OR object-X) CLOSE TO (color-X OR object)) OR object-X) CLOSE TO ((object-X OR object) AND NOT (object-X OR color OR object-X))),((((table-X OR desk-X) CLOSE TO (white-c-X OR windowpane)) OR kitchen island-X) CLOSE TO ((wall-X OR windowpane) AND NOT (table-X OR brown-c OR chair-X))),4.7
284,((((object-X OR object-X OR object-X OR scene OR object-X OR object-X OR scene) AND NOT scene) OR scene) AND NOT object-X),((((grandstand-X OR tennis court-X OR pitch-X OR bank vault-s OR court-X OR net-X OR amphitheater-s) AND NOT bleachers-outdoor-s) OR volleyball court-outdoor-s) AND NOT stairway-X),5.2
285,((((scene OR object-X) CLOSE TO object-X) OR object-X) CLOSE TO (((((object AND NOT object-X) OR object) AND NOT object-X) OR object-X) AND NOT object-X)),((((attic-s OR bed-X) CLOSE TO ceiling-X) OR pool table-X) CLOSE TO (((((wall AND NOT pool table-X) OR windowpane) AND NOT ceiling-X) OR beam-X) AND NOT bed-X)),5.2
286,(((object AND color-X) OR scene OR scene OR scene OR scene OR scene OR scene) CLOSE TO (color AND NOT object-X)),(((plant AND green-c-X) OR greenhouse-indoor-s OR vegetable garden-s OR orchard-s OR forest-broadleaf-s OR market-outdoor-s OR greenhouse-outdoor-s) CLOSE TO (green-c AND NOT tree-X)),4.3
287,((((scene OR scene OR object-X OR scene OR scene OR scene) AND NOT object-X) OR scene) AND NOT (object-X OR object-X)),((((harbor-s OR village-s OR island-X OR boathouse-s OR ski resort-s OR castle-s) AND NOT sky-X) OR harbor-s) AND NOT (tower-X OR rock-X)),4.1
288,(((object-X OR scene OR material-X OR scene OR object-X OR object-X OR scene) CLOSE TO (color-X OR object-X)) OR object-X),(((pool table-X OR bakery-shop-s OR food-X OR butchers shop-s OR table football-X OR fruit-X OR bakery-kitchen-s) CLOSE TO (brown-c-X OR pool table-X)) OR patty-X),4.8
289,((((((object CLOSE TO object) AND NOT scene) OR scene) AND NOT (object OR scene)) OR object-X) AND NOT (scene OR scene)),((((((mountain CLOSE TO sky) AND NOT mountain snowy-s) OR cockpit-s) AND NOT (seat OR coast-s)) OR fog bank-X) AND NOT (mountain snowy-s OR valley-s)),4.4
290,(((scene OR object OR scene OR scene OR scene OR scene) CLOSE TO (color OR scene OR color)) OR scene),(((bar-s OR house OR witness stand-s OR courtroom-s OR liquor store-indoor-s OR pilothouse-indoor-s) CLOSE TO (brown-c OR chalet-s OR red-c)) OR train station-outdoor-s),4.1
291,(object-X OR scene OR object-X OR object-X OR object-X OR scene OR object-X OR object-X OR object OR object),(animal-X OR kennel-indoor-s OR cow-X OR grill-X OR dog-X OR jail cell-s OR horse-X OR elephant-X OR henhouse OR grille door),4.2
292,(object-X OR scene OR object OR object-X OR object OR scene OR scene OR object-X OR object-X OR scene),(bookcase-X OR pantry-s OR shelf OR book-X OR bottle OR supermarket-s OR videostore-s OR lighthouse-X OR water tower-X OR convenience store-indoor-s),4.6
293,(((scene CLOSE (object OR object)) AND color-X) OR object-X OR object-X OR part-X OR scene OR object-X OR object),(((bathroom-s CLOSE (sink OR floor)) AND grey-c-X) OR dam-X OR tunnel-X OR garage door-X OR manhole-s OR grill-X OR fountain),4.6
294,((((object OR scene OR scene OR scene) AND NOT (scene OR part-X)) OR object-X OR object OR part) AND NOT scene),((((house OR fire escape-s OR rubble-s OR ski resort-s) AND NOT (house-s OR roof-X)) OR shanties-X OR playground OR fire escape) AND NOT village-s),4.7
295,((((scene OR scene OR object-X OR scene OR scene OR scene) AND NOT object) OR scene) AND NOT (object-X OR object-X)),((((cockpit-s OR bar-s OR slot machine-X OR liquor store-indoor-s OR gift shop-s OR liquor store-outdoor-s) AND NOT bar) OR newsstand-outdoor-s) AND NOT (pedestal-X OR bookcase-X)),4.6
296,((object-X OR object-X OR object-X OR object-X OR scene OR scene OR scene OR scene OR scene) CLOSE TO object-X),((aqueduct-X OR swivel chair-X OR viaduct-X OR railroad train-X OR industrial park-s OR parking garage-outdoor-s OR office building-s OR library-outdoor-s OR covered bridge-exterior-s) CLOSE TO sky-X),4.7
297,((((object-X OR scene OR object-X) AND NOT (object OR object)) CLOSE (((object-X OR object) AND NOT color) OR object-X)) OR part),((((path-X OR forest road-s OR dirt track-X) AND NOT (tree OR bush)) CLOSE (((tree-X OR field) AND NOT grey-c) OR bush-X)) OR garage door),6.4
298,scene,sauna-s,4.7
299,((((scene OR scene OR scene OR scene) CLOSE object-X) OR object-X OR object-X) CLOSE TO ((object-X OR scene) AND NOT object-X)),((((gymnasium-indoor-s OR bowling alley-s OR waiting room-s OR jacuzzi-indoor-s) CLOSE floor-X) OR bowling alley-X OR swimming pool-X) CLOSE TO ((wall-X OR bowling alley-s) AND NOT armchair-X)),4.7
300,((((((scene OR scene OR object-X OR object) AND NOT object) CLOSE object-X) AND NOT object) OR object-X OR scene) CLOSE TO object),((((((gas station-s OR roundabout-s OR water tower-X OR car) AND NOT sky) CLOSE sky-X) AND NOT car) OR lighthouse-X OR convenience store-outdoor-s) CLOSE TO sky),4.6
301,(((object-X CLOSE color-X) OR scene OR scene OR object-X OR object-X OR object-X OR object-X) CLOSE TO (object-X OR object)),(((sea-X CLOSE green-c-X) OR boathouse-s OR bayou-s OR railing-X OR bandstand-X OR bannister-X OR pier-X) CLOSE TO (sky-X OR tree)),4.7
302,((object OR scene OR scene OR object-X OR object-X OR scene OR object-X OR scene) AND NOT (scene OR scene)),((mountain OR cavern-indoor-s OR badlands-s OR ice-X OR iceberg-X OR crevasse-s OR aquarium-X OR hoodoo-s) AND NOT (coast-s OR canyon-s)),4.7
303,((scene OR object-X OR scene OR object-X OR scene OR scene OR scene OR object OR object) AND NOT object-X),((archive-s OR toilet-X OR bank vault-s OR merchandise-X OR assembly line-s OR cafeteria-s OR clean room-s OR machine OR sink) AND NOT work surface-X),4.7
304,(((((object-X OR scene OR scene OR object) CLOSE (color-X OR object-X)) OR object) AND NOT (object OR object)) OR scene),(((((waterfall-X OR forest-broadleaf-s OR forest-needleleaf-s OR river) CLOSE (green-c-X OR mountain-X)) OR waterfall) AND NOT (river OR plant)) OR waterfall-fan-s),4.5
305,((object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR scene) AND NOT (object-X OR object-X)),((pool table-X OR plane-X OR kitchen island-X OR helicopter-X OR windmill-X OR aircraft carrier-X OR air base-s) AND NOT (chair-X OR work surface-X)),5.8
306,(((scene OR object-X OR scene OR scene OR scene OR scene OR scene) AND NOT object) OR scene OR object-X),(((castle-s OR ruins-X OR moat-dry-s OR moat-water-s OR amphitheater-s OR ruin-s OR donjon-s) AND NOT house) OR oast house-s OR gravestone-X),4.5
307,((((object-X OR scene OR scene OR scene) AND NOT object) OR scene OR object OR scene) AND NOT (object-X OR object)),((((bridge-X OR cloister-indoor-s OR covered bridge-interior-s OR rope bridge-s) AND NOT grass) OR volleyball court-outdoor-s OR footbridge OR forest path-s) AND NOT (bush-X OR river)),4.1
308,(object-X OR object-X OR object-X OR object-X OR object OR object OR part-X),(washer-X OR washing machines-X OR viaduct-X OR tumble dryer-X OR aqueduct OR tunnel OR arcades-X),5.6
309,((scene OR object-X OR object-X OR scene OR scene) AND NOT (object-X OR object-X)),((greenhouse-indoor-s OR greenhouse-X OR playground-X OR control tower-indoor-s OR cabana-s) AND NOT (chair-X OR table-X)),4.4
310,((((scene CLOSE object) OR object-X OR object-X) AND NOT object-X) CLOSE TO ((object OR object) AND NOT (object-X OR object-X OR object-X))),((((bathroom-s CLOSE sink) OR toilet-X OR bathtub-X) AND NOT door-X) CLOSE TO ((wall OR mirror) AND NOT (bathtub-X OR sink-X OR toilet-X))),8.1
