neuron,category,formula,threshold
221,((object AND color) CLOSE TO ((((((object-X AND NOT object-X) OR scene OR scene) AND NOT object-X) OR scene) AND NOT object-X) OR scene)),((grass AND green-c) CLOSE TO ((((((tree-X AND NOT grass-X) OR quadrangle-s OR castle-s) AND NOT grass-X) OR campus-s) AND NOT grass-X) OR control tower-outdoor-s)),6.8
222,(((object OR object OR object-X OR object OR object OR object OR object-X) AND NOT part) OR object OR object),(((house OR hovel OR windmill-X OR caravan OR covered bridge OR dome OR helicopter-X) AND NOT roof) OR shed OR shelter),4.6
223,(((object OR object-X OR object-X OR part OR object OR object-X) AND NOT (scene OR color-X)) OR part OR object-X),(((house OR bowling alley-X OR pool table-X OR roof OR chimney OR caravan-X) AND NOT (bar-s OR red-c-X)) OR head OR bowling alley-X),3.8
224,(((((object CLOSE TO (part-X OR part-X OR scene OR scene)) OR part) AND object) OR object OR part) AND NOT object-X),(((((building CLOSE TO (windows-X OR fire escape-X OR parking garage-outdoor-s OR office building-s)) OR balcony) AND building) OR lighthouse OR screen) AND NOT railing-X),5.4
225,((((((object-X CLOSE TO ((object-X OR object) AND NOT (object OR part-X))) AND scene) OR part-X) AND NOT object-X) OR object-X) CLOSE TO object-X),((((((wall-X CLOSE TO ((toilet-X OR bathtub) AND NOT (wall OR water tank-X))) AND bathroom-s) OR lid-X) AND NOT shelf-X) OR pool table-X) CLOSE TO wall-X),5.9
226,((((((object-X AND color-X) OR object-X OR object-X OR scene) CLOSE TO color) AND color-X) OR object-X OR object-X) CLOSE TO color),((((((earth-X AND brown-c-X) OR dirt track-X OR sand-X OR savanna-s) CLOSE TO brown-c) AND brown-c-X) OR semidesert ground-X OR dirt track-X) CLOSE TO brown-c),5.0
227,(object-X OR scene OR object-X OR object-X OR object OR part-X OR object OR object-X OR part OR object-X),(water tower-X OR shopping mall-indoor-s OR arcade-X OR viaduct-X OR aqueduct OR arcades-X OR railroad train OR control tower-X OR fire escape OR elevator-X),4.4
228,((((scene AND object-X) OR object-X OR object-X) CLOSE TO object-X) OR object OR object OR object OR object OR object),((((airport terminal-s AND wall-X) OR grandstand-X OR ice rink-X) CLOSE TO ceiling-X) OR water tower OR service station OR cage OR bullring OR chimney),5.0
229,(((object-X OR object OR object-X OR object-X) AND NOT object) OR object-X OR object-X OR object OR object),(((pool table-X OR ring OR table tennis-X OR tennis court-X) AND NOT floor) OR aircraft carrier-X OR mat-X OR ring OR tennis court),5.3
230,(((object-X OR object OR object-X OR object-X) AND NOT object-X) OR object-X OR object OR object),(((grandstand-X OR pool table OR stage-X OR tennis court-X) AND NOT person-X) OR pitch-X OR bowling alley OR pool table),4.4
231,((part-X OR object OR object-X OR object-X OR scene) AND NOT scene),((crosswalk-X OR pitch OR bowling alley-X OR ring-X OR batters box-s) AND NOT bullpen-s),3.8
232,((((object AND object-X) OR object-X OR object-X OR object-X) AND NOT scene) OR object OR object-X OR part OR object),((((building AND sky-X) OR cradle-X OR water tower-X OR acropolis-X) AND NOT skyscraper-s) OR temple OR watchtower-X OR column OR dam),4.7
233,(object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR object OR object-X OR object-X),(bridge-X OR roller coaster-X OR aqueduct-X OR control tower-X OR viaduct-X OR trestle-X OR greenhouse OR arch OR dam-X OR covered bridge-X),4.7
234,((((object-X OR object-X) AND color-X) OR object-X OR scene OR object-X OR object-X) CLOSE TO (color AND NOT (object-X OR object-X))),((((desk-X OR shelf-X) AND brown-c-X) OR computer-X OR ice cream parlor-s OR case-X OR bar-X) CLOSE TO (brown-c AND NOT (case-X OR bar-X))),5.4
235,((object-X OR object-X OR object-X OR scene OR scene) CLOSE TO (((color OR color-X OR object) AND NOT object-X) OR part)),((path-X OR pitch-X OR dirt track-X OR batters box-s OR bullpen-s) CLOSE TO (((green-c OR orange-c-X OR field) AND NOT path-X) OR base)),4.9
236,(((object-X OR object-X OR object OR object-X OR object-X OR object-X OR object-X) CLOSE TO object-X) OR object-X OR object),(((windmill-X OR lighthouse-X OR tower OR lake-X OR river-X OR vineyard-X OR flower-X) CLOSE TO sky-X) OR village-X OR elevator door),3.9
237,(object-X OR object-X OR scene OR object-X OR part-X OR object-X OR part-X),(plane-X OR helicopter-X OR orchard-s OR fish-X OR lid-X OR leaves-X OR water tank-X),3.4
238,((((object-X CLOSE TO (object-X AND NOT object-X)) OR object) AND NOT object-X) OR object-X),((((pool table-X CLOSE TO (wall-X AND NOT pool table-X)) OR horse) AND NOT seat-X) OR horse-X),4.4
239,(((color-X OR color OR color-X) CLOSE TO (object OR scene OR scene OR scene)) OR object-X OR part-X OR object-X),(((brown-c-X OR pink-c OR orange-c-X) CLOSE TO (mountain OR kasbah-s OR bow window-outdoor-s OR bridge-s)) OR manhole-X OR water tank-X OR desert-X),4.0
240,((((object-X OR object-X OR object-X OR object-X OR object OR scene OR object-X) AND NOT object-X) OR object-X) AND NOT object-X),((((court-X OR tennis court-X OR labyrinth-X OR ice rink-X OR sand trap OR archaelogical excavation-s OR stage-X) AND NOT fence-X) OR net-X) AND NOT water-X),4.3
241,(((((object-X OR object-X OR object OR object OR object OR object) AND NOT object) OR object) AND NOT object) OR scene),(((((kitchen island-X OR vineyard-X OR counter OR labyrinth OR grandstand OR bar) AND NOT cabinet) OR dishwasher) AND NOT field) OR conference center-s),4.3
242,((((object-X OR object-X OR part-X OR object-X OR object OR object-X OR object-X) CLOSE TO object-X) AND NOT scene) OR part-X),((((painting-X OR elevator door-X OR screen-X OR partition-X OR elevator OR booth-X OR television-X) CLOSE TO wall-X) AND NOT hotel room-s) OR monitor-X),5.0
243,(((((object OR object-X) AND NOT scene) OR object-X) CLOSE TO ((object OR part OR object-X OR object-X) AND NOT color-X)) AND NOT object),(((((wall OR wall-X) AND NOT hotel room-s) OR pantry-X) CLOSE TO ((pillow OR drawer OR book-X OR television-X) AND NOT yellow-c-X)) AND NOT pillow),6.1
244,((((object-X OR object-X) AND NOT scene) OR object) CLOSE TO (((((color-X OR object-X) AND NOT object-X) OR object) AND NOT object-X) OR scene)),((((water-X OR river-X) AND NOT bridge-s) OR pond) CLOSE TO (((((green-c-X OR mountain-X) AND NOT water-X) OR earth) AND NOT river-X) OR moat-water-s)),6.0
245,((object AND scene) OR object-X OR object-X OR object-X OR object-X OR object OR object-X OR object OR object-X),((building AND castle-s) OR shirt-X OR dam-X OR aqueduct-X OR apparel-X OR waterfall OR jacket-X OR washing machines OR acropolis-X),4.8
246,(((object-X OR object-X OR object-X) AND NOT scene) OR object),(((plane-X OR helicopter-X OR aircraft carrier-X) AND NOT cockpit-s) OR cannon),4.2
247,((((((object OR object-X) CLOSE (part OR object OR object)) AND NOT part) OR object) AND NOT scene) OR object-X),((((((bed OR eiderdown-X) CLOSE (headboard OR pillow OR cushion)) AND NOT headboard) OR pillow) AND NOT childs room-s) OR keyboard-X),7.3
248,(((((part-X CLOSE color-X) AND object) CLOSE part-X) OR object OR object-X OR object OR part) AND NOT (object-X OR object-X)),(((((shop window-X CLOSE black-c-X) AND building) CLOSE shop window-X) OR manhole OR magazine-X OR animal OR shop window) AND NOT (fence-X OR pedestal-X)),2.7
249,(object-X OR object OR object-X OR object-X OR object OR object-X OR object OR object OR object-X OR object),(signboard-X OR arcade machine OR telephone booth-X OR service station-X OR autobus OR gas station-X OR slot machine OR exhibitor OR bulletin board-X OR trade name),3.9
250,((((object-X OR object OR object-X OR scene) AND NOT part-X) CLOSE (object-X OR part-X OR object OR object)) AND NOT part),((((sofa-X OR fireplace OR cushion-X OR shopping mall-indoor-s) AND NOT back-X) CLOSE (coffee table-X OR arm-X OR plant OR fountain)) AND NOT arm),4.8
251,((((((object-X OR object-X OR object-X) AND scene) OR object) CLOSE TO ((object AND NOT object-X) OR part-X)) AND scene) OR part-X),((((((toilet-X OR sink-X OR bathtub-X) AND bathroom-s) OR countertop) CLOSE TO ((wall AND NOT bathtub-X) OR lid-X)) AND bathroom-s) OR lid-X),5.0
252,((object-X OR object-X OR object-X OR material OR object OR object OR part-X) AND NOT part-X),((cradle-X OR plaything-X OR patty-X OR food OR fruit OR playground OR safety side-X) AND NOT top-X),4.9
253,(((((object-X CLOSE (object-X OR object-X)) OR part-X OR object OR object) CLOSE TO object) OR object-X) AND NOT (object OR object-X)),(((((ceiling-X CLOSE (counter-X OR bar-X)) OR back pillow-X OR escalator OR case) CLOSE TO wall) OR ticket counter-X) AND NOT (armchair OR seat-X)),4.1
254,(((part-X OR object OR object) AND NOT object-X) OR object),(((crosswalk-X OR stairway OR labyrinth) AND NOT seat-X) OR stairs),4.0
255,(((object-X AND scene) OR object-X OR object-X OR object OR object-X OR object) AND NOT object-X),(((table-X AND conference room-s) OR mosque-X OR elevator door-X OR dome OR box office-X OR elevator) AND NOT tower-X),4.2
256,(object OR object OR object OR object OR object OR object OR object OR object OR object OR object),(tent OR autobus OR greenhouse OR box office OR bandstand OR revolving door OR bus stop OR caravan OR dome OR booth),4.1
257,(((((scene OR scene) CLOSE color) OR part-X) AND object-X) OR scene OR object-X),(((((alley-s OR medina-s) CLOSE white-c) OR metal shutters-X) AND building-X) OR subway interior-s OR altar-X),4.1
258,((object-X OR object-X OR object OR object-X OR object-X OR object-X OR object-X) AND NOT object),((case-X OR slot machine-X OR arcade machine OR shops-X OR stands-X OR shop-X OR display window-X) AND NOT shelf),3.9
259,(((object-X OR material-X OR object-X OR object-X OR object-X OR object-X OR object-X) AND NOT object-X) OR object),(((flower-X OR food-X OR patty-X OR fruit-X OR bouquet-X OR bread rolls-X OR vegetables-X) AND NOT field-X) OR flower),5.5
260,((object-X OR object OR object-X OR object OR object-X OR object-X OR object-X OR object-X OR object-X) AND NOT object-X),((playground-X OR telephone booth OR horse-X OR henhouse OR sandbox-X OR net-X OR roller coaster-X OR slide-X OR trench-X) AND NOT path-X),3.5
261,((((object-X OR object-X OR object-X OR object-X) CLOSE color-X) OR object OR object-X OR object-X) CLOSE TO (object-X OR color-X)),((((stove-X OR bottle-X OR television-X OR barrels-X) CLOSE black-c-X) OR barrel OR bottle-X OR instrument panel-X) CLOSE TO (wall-X OR red-c-X)),3.7
262,((((((object-X CLOSE TO color) OR object-X OR object-X) AND NOT (scene OR object)) OR object) AND NOT (object OR color-X)) OR object-X),((((((field-X CLOSE TO green-c) OR valley-X OR windmill-X) AND NOT (field-wild-s OR grass)) OR windmill) AND NOT (bush OR orange-c-X)) OR lockers-X),4.2
263,((((object OR object-X) AND NOT object) OR part) AND NOT (scene OR object-X OR object)),((((skyscraper OR toilet-X) AND NOT building) OR windows) AND NOT (building complex-s OR countertop-X OR windowpane)),5.6
264,(((object AND scene) OR scene OR object-X OR scene OR object OR object-X) CLOSE TO (object-X OR color-X OR object-X)),(((building AND street-s) OR bazaar-indoor-s OR umbrella-X OR alley-s OR sales booth OR patty-X) CLOSE TO (person-X OR orange-c-X OR text-X)),4.4
265,((((object-X OR object-X OR object-X OR scene) AND object-X) OR object OR scene OR object-X) CLOSE TO (object-X AND NOT object)),((((toilet-X OR sink-X OR pillow-X OR cargo container interior-s) AND wall-X) OR toilet OR elevator shaft-s OR bidet-X) CLOSE TO (wall-X AND NOT wall)),4.7
266,((object-X OR object-X OR object-X OR object-X OR object-X OR object OR object OR part OR object) AND NOT object-X),((apparel-X OR shirt-X OR helicopter-X OR jersey-X OR stretcher-X OR pillow OR jacket OR windshield OR trouser) AND NOT table-X),4.2
267,((((((scene CLOSE TO object & color & color) AND object-X) OR scene) CLOSE TO color) AND object-X) AND NOT (object-X OR object-X)),((((((street-s CLOSE TO sky & brown-c & grey-c) AND building-X) OR alley-s) CLOSE TO white-c) AND building-X) AND NOT (wall-X OR windowpane-X)),4.7
268,(((object-X CLOSE TO color & object-X) OR object OR object OR object) AND NOT (scene OR object-X OR scene OR object)),(((road-X CLOSE TO green-c & tree-X) OR autobus OR truck OR bulldozer) AND NOT (skyscraper-s OR path-X OR parking garage-outdoor-s OR house)),4.7
269,((((object-X OR object-X OR part-X) CLOSE TO object) OR object-X OR object) AND NOT (object-X OR object-X)),((((cradle-X OR ring-X OR headboard-X) CLOSE TO wall) OR altar-X OR trouser) AND NOT (cushion-X OR pillow-X)),4.0
270,(((color-X CLOSE TO (object-X OR scene OR object)) OR object OR scene OR object-X OR object OR object-X) CLOSE TO color),(((white-c-X CLOSE TO (sidewalk-X OR mountain snowy-s OR path)) OR sink OR zen garden-s OR catwalk-X OR labyrinth OR ice rink-X) CLOSE TO white-c),4.1
271,(part-X OR object OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR part OR object-X),(screen-X OR arcade machine OR aquarium-X OR bowling alley-X OR crt screen-X OR fish-X OR television-X OR silver screen OR monitor OR monitoring device-X),4.0
272,((object-X OR object-X OR object-X OR object OR object OR object-X) AND NOT (object-X OR scene OR object OR object-X)),((bridge-X OR roller coaster-X OR viaduct-X OR aqueduct OR tunnel OR footbridge-X) AND NOT (railing-X OR rope bridge-s OR river OR land-X)),5.3
273,(object-X OR object-X OR object-X OR object-X OR object),(tent-X OR rubbish-X OR rubble-X OR stretcher-X OR manhole),3.3
274,((((object-X CLOSE TO (((object-X OR object) AND NOT color) OR object-X)) AND color-X) OR object-X OR object-X) CLOSE TO color & object-X),((((grass-X CLOSE TO (((tree-X OR rock) AND NOT green-c) OR hovel-X)) AND green-c-X) OR valley-X OR rock-X) CLOSE TO green-c & grass-X),4.7
275,((((object-X OR object-X OR object OR object-X OR object-X) CLOSE (color-X OR object-X)) OR object) AND NOT (object OR object-X)),((((rock-X OR rubbish-X OR bush OR steam shovel-X OR dirt track-X) CLOSE (grey-c-X OR earth-X)) OR rubble) AND NOT (water OR road-X)),4.8
276,(((object-X OR object-X OR object-X OR scene OR scene OR object-X) CLOSE TO (color-X OR object OR object-X)) OR object-X),(((seat-X OR toilet-X OR steering wheel-X OR sandbox-s OR fence-s OR dashboard-X) CLOSE TO (grey-c-X OR sandbox OR door-X)) OR manhole-X),4.1
277,((object-X OR scene OR object-X OR object-X OR object OR object-X OR object-X OR object-X) AND NOT object-X),((field-X OR marsh-s OR badlands-X OR desert-X OR semidesert ground OR valley-X OR trench-X OR gravestone-X) AND NOT river-X),3.7
278,(((((object-X AND object-X) OR object-X) CLOSE TO object-X) OR object OR object-X OR object-X OR object-X OR material-X) AND NOT object-X),(((((earth-X AND tree-X) OR bush-X) CLOSE TO tree-X) OR greenhouse OR carousel-X OR control tower-X OR drinking glass-X OR wood-X) AND NOT grass-X),3.7
279,((((((((object-X OR object) AND color-X) OR scene) AND NOT scene) OR object-X) AND NOT scene) OR object) CLOSE TO (color-X AND NOT object)),((((((((sea-X OR mountain) AND blue-c-X) OR crevasse-s) AND NOT mountain snowy-s) OR ice-X) AND NOT coast-s) OR iceberg) CLOSE TO (blue-c-X AND NOT sea)),3.8
280,(((object-X AND NOT object-X) OR object-X OR object-X) CLOSE TO (object-X AND NOT (object-X OR color OR object-X OR object-X OR object-X))),(((road-X AND NOT grass-X) OR badlands-X OR dirt track-X) CLOSE TO (tree-X AND NOT (road-X OR black-c OR car-X OR mountain-X OR grass-X))),6.5
281,((part-X OR object-X OR scene OR object OR object-X OR object-X OR object OR object-X OR object-X) AND NOT scene),((shop window-X OR sales booth-X OR butchers shop-s OR apparel OR stands-X OR magazine-X OR merchandise OR fruit-X OR meat-X) AND NOT market-outdoor-s),4.4
282,((((((color-X AND object-X AND scene) AND NOT object-X) OR scene) CLOSE TO (object AND NOT color-X)) AND color-X) CLOSE TO (color-X AND NOT color-X)),((((((white-c-X AND building-X AND street-s) AND NOT tree-X) OR alley-s) CLOSE TO (sky AND NOT blue-c-X)) AND white-c-X) CLOSE TO (grey-c-X AND NOT white-c-X)),5.4
283,((object-X OR object-X OR object-X OR object-X OR object) CLOSE TO ((object-X OR scene OR scene) AND NOT (object-X OR object-X))),((table-X OR desk-X OR kitchen island-X OR work surface-X OR computer) CLOSE TO ((windowpane-X OR dining room-s OR classroom-s) AND NOT (table-X OR chair-X))),4.7
284,(((object-X OR object-X OR object-X OR object-X) CLOSE TO (((color OR object-X OR color-X) AND NOT object) OR scene)) OR object-X),(((grandstand-X OR tennis court-X OR court-X OR pitch-X) CLOSE TO (((green-c OR ice rink-X OR yellow-c-X) AND NOT grandstand) OR amphitheater-s)) OR net-X),5.2
285,(((object-X OR object OR object OR object) AND NOT part-X) CLOSE TO (((object-X AND NOT object-X) OR object) AND NOT (object-X OR object-X))),(((pool table-X OR coffee table OR cushion OR pillow) AND NOT back pillow-X) CLOSE TO (((wall-X AND NOT pool table-X) OR windowpane) AND NOT (bed-X OR cushion-X))),5.2
286,((((object AND color-X) OR object-X OR object-X OR scene OR material-X OR scene) CLOSE TO (color AND NOT object-X)) AND color-X),((((plant AND green-c-X) OR vegetables-X OR greenhouse-X OR orchard-s OR food-X OR greenhouse-indoor-s) CLOSE TO (green-c AND NOT tree-X)) AND green-c-X),4.3
287,(((object-X OR object-X OR object-X OR object OR scene) CLOSE (object OR object)) OR object-X OR object-X OR object-X),(((water-X OR sea-X OR river-X OR hill OR valley-s) CLOSE (building OR boat)) OR village-X OR island-X OR acropolis-X),4.1
288,((object-X OR material-X OR object-X OR object OR object-X OR object OR object-X) AND NOT object),((pool table-X OR food-X OR patty-X OR table football OR fruit-X OR stove OR tray-X) AND NOT oven),4.8
289,(((object AND NOT scene) OR object OR object) CLOSE TO (((object-X AND NOT (object OR color-X)) OR object OR scene) AND NOT color-X)),(((mountain AND NOT mountain snowy-s) OR controls OR rubbish) CLOSE TO (((sky-X AND NOT (mountain OR black-c-X)) OR hill OR highway-s) AND NOT purple-c-X)),4.4
290,(((((object OR scene) AND color-X) OR object OR object OR object) CLOSE TO ((color-X AND NOT object-X) OR color)) AND NOT object),(((((house OR bar-s) AND brown-c-X) OR buffet OR bar OR instrument panel) CLOSE TO ((brown-c-X AND NOT bar-X) OR red-c)) AND NOT door),4.1
291,(object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR object),(animal-X OR cow-X OR dog-X OR grill-X OR grille door-X OR horse-X OR elephant-X OR niche-X OR hen OR henhouse),4.2
292,(object-X OR object OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR object-X),(book-X OR bookcase OR bottle-X OR lighthouse-X OR videos-X OR water tower-X OR control tower-X OR magazine-X OR pantry OR exhibitor-X),4.6
293,(((object-X OR object-X) CLOSE color) OR object OR object OR part OR object-X OR part-X OR object-X OR object),(((sink-X OR toilet-X) CLOSE grey-c) OR dam OR tunnel OR garage door OR gate-X OR metal shutter-X OR grill-X OR bowl),4.6
294,((((((object AND object-X) OR object) WITH object-X) CLOSE TO object-X) OR part-X OR object OR object-X OR object-X) AND NOT part-X),((((((building AND sky-X) OR house) WITH tree-X) CLOSE TO sky-X) OR fire escape-X OR playground OR steam shovel-X OR village-X) AND NOT roof-X),4.7
295,(((object OR object-X OR object OR object-X OR part OR object-X OR object) CLOSE TO (color-X OR object-X)) OR object-X),(((controls OR instrument panel-X OR slot machine OR bottle-X OR shop window OR magazine-X OR service station) CLOSE TO (black-c-X OR booth-X)) OR exhibitor-X),4.6
296,((object-X OR object-X OR object-X OR object OR object OR object-X OR object OR object OR object-X) AND NOT object-X),((aqueduct-X OR swivel chair-X OR viaduct-X OR railroad train OR covered bridge OR stretcher-X OR trestle OR shanties OR gate-X) AND NOT desk-X),4.7
297,((((((object-X OR object-X) AND NOT object-X) OR part OR scene) AND NOT scene) OR object) AND NOT (object OR object-X OR object-X)),((((((path-X OR dirt track-X) AND NOT house-X) OR garage door OR forest road-s) AND NOT street-s) OR bicycle) AND NOT (sidewalk OR stairs-X OR car-X)),6.4
298,((((((color AND object-X) OR scene OR object-X) CLOSE TO object) AND NOT object-X) WITH (color-X OR object-X OR scene)) AND NOT object-X),((((((orange-c AND wall-X) OR sauna-s OR hot tub-X) CLOSE TO wall) AND NOT cabinet-X) WITH (brown-c-X OR stage-X OR bathroom-s)) AND NOT double door-X),4.7
299,((((object-X CLOSE object) OR scene OR scene OR object-X OR object-X OR object OR object) CLOSE TO object-X) OR object-X),((((sofa-X CLOSE coffee table) OR gymnasium-indoor-s OR waiting room-s OR bowling alley-X OR water-X OR swimming pool OR arcade machine) CLOSE TO floor-X) OR bowling alley-X),4.7
300,((((object-X OR object-X) CLOSE TO (object OR object)) OR object-X OR scene OR object OR object) CLOSE TO (object AND NOT object-X)),((((tree-X OR sky-X) CLOSE TO (car OR signboard)) OR water tower-X OR gas station-s OR lighthouse OR booth) CLOSE TO (sky AND NOT building-X)),4.6
301,(((object-X CLOSE color-X) OR object OR object OR object OR object-X) CLOSE TO ((color-X OR object-X) AND NOT (object-X OR object-X))),(((sea-X CLOSE green-c-X) OR house OR sea OR bandstand OR railing-X) CLOSE TO ((blue-c-X OR tree-X) AND NOT (sea-X OR house-X))),4.7
302,((((object OR object-X) CLOSE TO (color-X AND NOT object)) OR object-X OR object OR scene) AND NOT (scene OR object-X)),((((mountain OR ice-X) CLOSE TO (blue-c-X AND NOT mountain)) OR iceberg-X OR badlands OR cavern-indoor-s) AND NOT (coast-s OR rock-X)),4.7
303,((object-X OR object-X OR object-X OR object OR object OR scene OR object-X OR object) AND NOT (object-X OR object-X)),((toilet-X OR sink-X OR merchandise-X OR water tower OR file cabinet OR bank vault-s OR bowl-X OR machine) AND NOT (work surface-X OR table-X)),4.7
304,(((((object-X OR object-X) AND NOT object) OR object OR object-X) AND NOT object-X) OR object OR object),(((((waterfall-X OR river-X) AND NOT river) OR forest OR lake-X) AND NOT ice-X) OR ice OR waterfall),4.5
305,(((((object-X OR object-X OR object-X OR object-X) AND NOT object-X) OR object-X) AND NOT (object OR object-X)) OR object-X),(((((pool table-X OR plane-X OR helicopter-X OR windmill-X) AND NOT cabinet-X) OR kitchen island-X) AND NOT (kitchen island OR chair-X)) OR microwave-X),5.8
306,(((object CLOSE TO (scene OR scene)) OR object OR scene OR object OR object OR object OR object) AND NOT object-X),(((building CLOSE TO (castle-s OR moat-water-s)) OR ruins OR moat-dry-s OR tower OR covered bridge OR dam OR gravestone) AND NOT fence-X),4.5
307,(((object-X OR object OR scene OR scene OR object OR object OR object) AND NOT object-X) OR scene),(((bridge-X OR skyscraper OR cloister-indoor-s OR covered bridge-interior-s OR shelter OR footbridge OR deck) AND NOT person-X) OR rope bridge-s),4.1
308,(object-X OR object-X OR object-X OR object OR object OR object OR part),(washer-X OR washing machines-X OR viaduct-X OR aqueduct OR tumble dryer OR tunnel OR arcades),5.6
309,(((object OR object-X OR scene OR object-X) CLOSE TO (color OR scene OR scene OR object-X)) OR object-X OR part-X),(((greenhouse OR playground-X OR greenhouse-indoor-s OR dome-X) CLOSE TO (white-c OR greenhouse-outdoor-s OR playground-s OR ceiling-X)) OR bandstand-X OR lower sash-X),4.4
310,((((((object-X OR object-X OR object-X) AND scene) OR object) CLOSE TO (object AND NOT (object-X OR object-X))) AND scene) OR object-X),((((((sink-X OR toilet-X OR bathtub-X) AND bathroom-s) OR countertop) CLOSE TO (wall AND NOT (bathtub-X OR sink-X))) AND bathroom-s) OR bidet-X),8.1
311,((object-X OR object-X OR object-X OR object OR object OR object OR scene OR object-X OR scene) AND NOT object-X),((hovel-X OR horse-X OR animal-X OR covered bridge OR tent OR waterfall OR barn-s OR canopy-X OR cavern-indoor-s) AND NOT rock-X),3.6
312,((((((scene CLOSE object-X) OR object-X OR object-X OR object-X) AND NOT scene) OR object-X OR part-X) AND NOT scene) OR object-X),((((((cemetery-s CLOSE tree-X) OR computer-X OR monitoring device-X OR booth-X) AND NOT office-s) OR partition-X OR monitor-X) AND NOT airplane cabin-s) OR shanties-X),4.7
313,(object-X OR object-X OR object OR object-X OR object-X OR part-X OR object-X OR object-X OR object OR object),(tower-X OR water tower-X OR big top OR carousel-X OR control tower-X OR fire escape-X OR roller coaster-X OR gravestone-X OR waterfall OR aqueduct),4.0
314,(((object OR scene OR object-X OR scene OR object) CLOSE TO (object-X AND NOT (object-X OR object OR object))) OR object-X),(((skyscraper OR castle-s OR aircraft carrier-X OR ruin-s OR steam shovel) CLOSE TO (sky-X AND NOT (skyscraper-X OR building OR aircraft carrier))) OR television camera-X),4.1
315,(((((object-X CLOSE TO (object-X OR object)) OR object-X) AND NOT (object-X OR object-X)) CLOSE (object-X OR object)) OR object-X OR object-X),(((((sky-X CLOSE TO (car-X OR grass)) OR railway-X) AND NOT (road-X OR building-X)) CLOSE (road-X OR railroad train)) OR viaduct-X OR bowling alley-X),3.9
316,(((object-X CLOSE TO object-X) OR object-X OR object OR object-X OR object-X OR object OR object OR scene) AND NOT scene),(((wall-X CLOSE TO bench-X) OR lighthouse-X OR truck OR water tower-X OR windmill-X OR tower OR chimney OR industrial park-s) AND NOT skyscraper-s),4.7
317,(object-X OR object-X OR object OR object-X OR object OR object-X OR object OR object OR part-X OR object-X),(computer-X OR television-X OR fireplace OR laptop-X OR monitoring device OR crt screen-X OR microwave OR silver screen OR screen-X OR television stand-X),5.3
318,((((((object-X OR object-X) CLOSE object-X) OR object OR object) CLOSE TO object & object) OR object) CLOSE TO (object-X AND NOT object-X)),((((((stove-X OR oven-X) CLOSE wall-X) OR microwave OR washer) CLOSE TO cabinet & wall) OR coffee maker) CLOSE TO (cabinet-X AND NOT wall-X)),5.8
319,(object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR object),(plane-X OR fountain-X OR carousel-X OR big top-X OR playground-X OR helicopter-X OR mosque-X OR bandstand-X OR ride OR dome),4.5
320,((object OR object OR object-X OR object OR object OR part OR object-X OR object OR object) AND NOT scene),((house OR hovel OR gravestone-X OR tower OR ruins OR roof OR chimney-X OR dome OR shed) AND NOT skyscraper-s),3.8
321,(object-X OR object OR object-X OR object-X OR object-X OR object-X OR object-X OR scene OR part-X OR part),(ball-X OR inflatable bounce game OR ice-X OR bowling alley-X OR fruit-X OR trench-X OR iceberg-X OR orchard-s OR fuselage-X OR lid),3.3
322,(((scene OR scene) CLOSE object) OR part-X OR object OR object-X OR part-X),(((garage-indoor-s OR parking garage-indoor-s) CLOSE floor) OR garage door-X OR court OR tennis court-X OR metal shutter-X),4.8
323,(((object OR object-X OR object-X OR object OR part-X) CLOSE TO (color-X AND NOT (object OR color-X OR object-X))) OR object),(((mountain OR signboard-X OR helicopter-X OR badlands OR monitor-X) CLOSE TO (blue-c-X AND NOT (mountain OR green-c-X OR tree-X))) OR slot machine),3.8
324,(((object OR object OR object-X OR object-X OR object-X OR object OR object OR object-X) AND NOT object) OR scene),(((person OR big top OR playground-X OR umbrella-X OR service station-X OR tent OR fruit OR counter-X) AND NOT counter) OR volleyball court-outdoor-s),3.2
325,((((((object-X OR object-X OR object-X OR scene) CLOSE TO (object OR object)) OR object-X) CLOSE TO color) OR object-X) CLOSE TO object),((((((bed-X OR fireplace-X OR sofa-X OR staircase-s) CLOSE TO (painting OR mirror)) OR altar-X) CLOSE TO brown-c) OR pulpit-X) CLOSE TO wall),5.0
326,((((object-X OR object-X OR object-X OR object-X) AND NOT (object OR object-X OR scene)) OR object-X) AND NOT object),((((waterfall-X OR river-X OR lake-X OR desert-X) AND NOT (lake OR field-X OR mountain snowy-s)) OR semidesert ground-X) AND NOT path),6.5
327,((((((object-X CLOSE TO (object OR object-X)) WITH object) OR scene OR scene) AND NOT object) OR object-X) CLOSE TO (object OR object)),((((((building-X CLOSE TO (car OR grass-X)) WITH tree) OR orchard-s OR waiting room-s) AND NOT car) OR chimney-X) CLOSE TO (tree OR plant)),5.1
328,((object-X OR object-X OR object-X OR object-X OR object) CLOSE TO (((object-X AND NOT object) OR object) AND NOT (object-X OR object))),((pool table-X OR table tennis-X OR ring-X OR tennis court-X OR stretcher) CLOSE TO (((wall-X AND NOT pool table) OR net) AND NOT (ring-X OR tennis court))),5.4
